;file_name;quality_photo;terminal;receipt;terminal_damaged;terminal_undamaged;terminal_unrecognized_defect;other;anticlass;hash
3936;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_14-59-17.jpg_contr.jpeg;1;1;0;1;0;0;0;0;5453bc8c3b1fceb6318666efaec2dc5b6eb8ac96ed86105fc9926f217c354205
3937;..\data\sorted_data_merged\damaged_augm\photo_8_2023-08-21_17-00-07.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;bd80c94957218e8d2444e56a27107962f48f810d03ed481c0f1bcc05e7ed89eb
3939;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301642626_TS903181677-aa872d9e-63f8-4176-b69a-146dc2d6c617.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;d5f9ccbabcda07d3b152890730cf2053723dae64914ae4e407879e396c4c64f1
3942;..\data\sorted_data_merged\damaged_augm\ЗНО0301412090_TS903132243-e34ceed3-7614-4d7d-b018-33b18409da9a.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;85295568f4e757f5c2099f540572a7bd8d464e93a98f243d976c76f7842c2fc3
3953;..\data\sorted_data_merged\damaged_augm\ЗНО0301402292_TS903130183-484e671c-fb20-4774-95ee-85e5d4e450a9.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;32d6d22bf0f75d1585ac749ec4d739befc95506485292403b4fcf9cce58b854c
3955;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301757498_TS903204598-5592c5f1-8e17-4e23-bb85-9ec5360f715e.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;d000961f94295a2329f886dce9f89e7744948fe75298a6b24163db817538b57d
3956;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301641887_TS903181484-a73efaba-4584-42b7-849c-944c9ed3fbdf.jpg_clache.jpeg;1;1;0;1;0;0;0;0;ddb9faa887528de09787fab9a4c948af591860a328427d42c09bd46a7d28589c
3957;..\data\sorted_data_merged\damaged_augm\ЗНО0301402358_TS903130194-29d9dc84-4ffa-412b-92f0-65c128feb634.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;fe06ecb53a814e940daaac157705ac45347d88d5c990dcb30a34e65879cfa821
3958;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301755959_TS903204082-29baed5d-e6c4-44a3-ba86-02afcacde01b.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;4e9a5724df94ee3248877d8b1efad0f4df163910d435e53d0b17eb28c326a12b
3959;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301755959_TS903204082-29baed5d-e6c4-44a3-ba86-02afcacde01b.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;5859c209c253ecc3fe4609762a107349e2d3c8293d021208b74c4130bc02a6e8
3962;..\data\sorted_data_merged\damaged_augm\ЗНО0301393985_TS903128857-174f8471-47fb-4b32-aab9-d3d9ffb1e22c.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;30c68f19ac655d4a780e58e1739b6a55683c772fdeff3b6bbce2094cde561c2f
3967;..\data\sorted_data_merged\damaged_augm\ЗНО0301328244_TS903115540-9aceb897-3810-4b50-b591-1c403d7951a9.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;82305bb69401ca431b4e3880902e79ad690362c0d3d97d9897ef7afdf35070b5
3969;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301724070_TS903198884-bb3401a1-96ac-4e7b-9777-d928d68b8ea2.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;4d882a329ffe389c5d96b1463a89026fb830056b5e43d893801aa37cea94f21a
3971;..\data\sorted_data_merged\damaged_augm\С дефектами (70).jpg_contr.jpeg;1;1;0;1;0;0;0;0;cbb2410910f9bccab3be20556aaaa23136141ccad12143d1c6a347e07499291e
3975;..\data\sorted_data_merged\damaged_augm\ЗНО0301278929_TS903105858-e229cc15-6f9d-4f59-85a3-55ef2ace7a5c.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;b344de43957d6c5499734ab4309272b6ebbafad42e5c3d44ff5e1778e7711697
3976;..\data\sorted_data_merged\damaged_augm\photo1692623282 (6).jpeg_color_jitter.jpeg;1;1;0;1;0;0;0;0;71cb85245067da4b912ac87d6cbdda5f8c3e5e3ddda0b19555aca6200833c40e
3978;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301636862_TS903180265-1e344a26-d706-4099-9103-e02b1525fa57.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;faffaecd3e0df0b21e5044f28a8f5ec14c7863a6688d8f60c6a9caaad4077d92
3980;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_15-00-22.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;519bb1b7ba9dfee09bdeb92e2ea1de3239a446a50cc645465ef6e973579d0258
3981;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301755388_TS903203873-f421f3de-31f0-43ef-b7e8-7f924cc9d5b3.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;c10c5d27d590a49395b11d09a7bc80d96016392654a442d25f456d03f3316338
3982;..\data\sorted_data_merged\damaged_augm\ЗНО0301580201_TS903170099-40095bcd-217a-4cf9-88a9-878e656dbc58.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;c2acedb49122b2a7c773203d69bf11630f9b5a8e6a936c5985758a31cec0e571
3983;..\data\sorted_data_merged\damaged_augm\ЗНО0301474726_TS903145275-5897c004-aa0b-4744-a402-862fd009bf34.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;7f431c2affe0bef41212419086858e80fbfa8a99aaf23f3d3b10cd06a8a946ac
3984;..\data\sorted_data_merged\damaged_augm\ЗНО0301386331_TS903126734-d48b1054-dbb9-4e02-83d1-be76bcff4001.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;a01b0908857361200960eea4a3bbbc53903386e22d327c9730f8ec0f369b7819
3985;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301647714_TS903181960-cfff5032-53c3-4482-98c1-2ca65265dd1a.jpg_clache.jpeg;1;1;0;1;0;0;0;0;d0ccfd9e687db17a04084b498e547fd094f0cf07cd380f3d67faec91296a8b2a
3986;..\data\sorted_data_merged\damaged_augm\С дефектами (6).jpeg_contr.jpeg;1;1;0;1;0;0;0;0;15b621f7f6b2bba696377d48da378fc89c0037cac1636288b4f309cbe0e8f432
3990;..\data\sorted_data_merged\damaged_augm\ЗНО0301397082_TS903129778-8d61d38e-4f16-4aff-9427-916ad5d3b7e6.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;ea90053a5dc399323888e28c35f5349d6710c45c2db15cd1a92c06eeb3b6a642
3991;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301665849_TS903186195-ca4fabb7-18e8-4e12-b91e-42b3dd891814.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;deea7b568b84622db8b0ba7b2e58ab1de6cde82abe448a504088d62187fabb62
3994;..\data\sorted_data_merged\damaged_augm\ЗНО0301386477_TS903126751-a1a255f7-e6ee-412b-a41e-6b0a71727c60.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;acc15a5815c25949f6aa2ee8363bdc7a48b91a15d9bd7f83def34a2bf0509fd8
3996;..\data\sorted_data_merged\damaged_augm\Сильное масляное загрязнение.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;3126caa11fd6f150cfc3446cc0d41979e9ae0fb0390396e8563c7f3b3f13f950
3998;..\data\sorted_data_merged\damaged_augm\С дефектами (36).jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;985a941fbfc198082a32c44874a9cbf09d3f372648065c32aed12c7c2ef74c62
3999;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301658004_TS903184605-0a1045cd-0958-4d4f-95cc-7dda94235a43.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;cdf669581a16ad4777b888e68f4c45c07df6b149876ab89ea2e661d5397e0bf7
4001;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301517293_TS903153533-d2323026-5485-476f-97fa-b5c29b73d2f8.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;2a4dba683c398c6d65e673c82493b3d18673dba6ae156750c1c086d8353fabad
4006;..\data\sorted_data_merged\damaged_augm\ЗНО0301515564_TS903153051-0973d11e-1c67-420f-8460-46b0f31e0400.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;cec5ac25be050521b8d3a3d6026dd8769e285042225fee3629d52da8c1254359
4007;..\data\sorted_data_merged\damaged_augm\Без повреждений.jpeg_sharp.jpeg;1;1;0;1;0;0;0;0;baf31d96a1e721fa0f0f0fda82cc4007c8f68fd0cdafe4cd495efb482062cc97
4008;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301667812_TS903186806-d897eb49-4455-4830-9c47-91c5c789f5fe.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;10a3133302f88f99667d4077096d9bc13d53c3abaa6ac3318e491c30c5c75d05
4009;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301667812_TS903186806-d897eb49-4455-4830-9c47-91c5c789f5fe.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;d41e9089571d2d371e4b2a5224953f213557856b190697b5cd1d2057892ab122
4010;..\data\sorted_data_merged\damaged_augm\С дефектами (15).jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;587e0259f8c5aa02c6432a7ac04bcaef70bd17d0b0f5e73ec8f1dd853c9a2ce0
4013;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301636839_TS903180263-0900706f-8fe7-4392-beb3-88dc22f2791d.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;f44e47b02bea9cfb86d2dafec492167ea3e31c8f84bbd665a51f7225c210a61e
4017;..\data\sorted_data_merged\damaged_augm\ЗНО0301278998_TS903105873-a908e711-e856-4e5e-a998-674f0b418cea.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;c4d03556c1c256d746c8b28ff439e670132ebd51e8fc54486ecd18a50bd76648
4018;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301641186_TS903181303-2a7a0831-5324-45f0-b122-1d705723b0e5.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;1aca05bf28eaf0e59391b1ebc1bf47443d657981d8f223b5feea178f2d42ffc4
4022;..\data\sorted_data_merged\damaged_augm\photo1692623270 (7).jpeg_emboss.jpeg;1;1;0;1;0;0;0;0;e5658b4e582cc7199b0b3c3a8fc1e74a103b0a16aa6ef0ec68d7128e3280b089
4024;..\data\sorted_data_merged\damaged_augm\ЗНО0301390056_TS903127374-fdbc35f4-acac-40e1-8b13-76cc5ae91543.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;eb0da437f923ee3614a64a5db5a79e5a779593862f74db5eb71027d173801665
4028;..\data\sorted_data_merged\damaged_augm\photo1692623281 (5).jpeg_gray_contr.jpeg;1;1;0;1;0;0;0;0;62f07e9017939f7c60d32f4d72cb65fc50723f5edf4ddb20dd2b5a4af0db83ff
4034;..\data\sorted_data_merged\damaged_augm\photo1692617576 (1).jpeg_sharp.jpeg;1;1;0;1;0;0;0;0;e980653465efd30e42c6295fe6d22ddd581cb69d4ffc38f117f045c2d25885e4
4036;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301571586_TS903168077-3d7a4bca-ed9f-41c1-9482-09cfad484180.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;caf358c79cb2a71545f34abd7a2085e1b88be10f37b879126f4add62a27a4cfa
4038;..\data\sorted_data_merged\damaged_augm\ЗНО0301515920_TS903153120-c20f04da-2670-409f-995d-f393336a804d.jpg_clache.jpeg;1;1;0;1;0;0;0;0;202b303d2e6d2f4d705b412df101c74aa62c43522571a70415405c66fdc3cc4f
4041;..\data\sorted_data_merged\damaged_augm\photo_4_2023-08-21_17-00-07.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;c3fbdc61188003cb756b81443196bada18223eea0afab60b585df9437a9106fa
4042;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_16-49-02.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;21b44f52191b04c48a02b0c83a58416c764a48258edafd05c5c57c668aa75f50
4046;..\data\sorted_data_merged\damaged_augm\ЗНО0301515443_TS903153016-aef65ca7-d245-4aff-a055-4886cd6a1cfd.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;5eb848e563832e209494dbaa7716404e3f58896cad5d9f64cd539fd52473c38e
4049;..\data\sorted_data_merged\damaged_augm\ЗНО0301515602_TS903153076-d31032c2-3832-4c89-bb53-4ba1b049d986.jpg_clache.jpeg;1;1;0;1;0;0;0;0;52776aa4a524e11b0235320497c0b6ff64f577fcc1831aa07789b56aea50da16
4055;..\data\sorted_data_merged\damaged_augm\ЗНО0301503234_TS903150038-191fc30e-c0db-4602-a348-58e4654fb21b.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;e3315b4812d25f2fe3892451f7b5f5120be744a7442c29aed4ab0dc6ac83ac95
4062;..\data\sorted_data_merged\damaged_augm\С дефектами (50).jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;756f278d7892f25c6535e14a6337fbf1c28c6238a3d6cbc2e0ee16e7c91e4cc0
4063;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301672599_TS903188032-f01c1585-b8be-478c-88af-7d64fdd6c902.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;8f15ba25e44aaf0d3b618fddf123905041253c726c123ad85c6deb9331338b34
4064;..\data\sorted_data_merged\damaged_augm\ЗНО0301296740_TS903108774-d3e19dea-c0e7-49d3-8c07-c68f4bcec0ad.jpg_clache.jpeg;1;1;0;1;0;0;0;0;ae87ca48d62e5f20c75366047cbb60d19171443be4f92b94e2576c13303960fc
4065;..\data\sorted_data_merged\damaged_augm\ЗНО0301530350_TS903156245-4ce82c9c-2d6f-4c2c-be1b-eb9266447b7d.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;9884ecac629b55bdd10af8093dc26f7b236443d96420c355288006d288d4a637
4066;..\data\sorted_data_merged\damaged_augm\ЗНО0301423007_TS903134604-f6d04800-b4ef-4ab8-995b-76031286b319.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;f420cb6280266a1dbaa50773cb1d77c82238d75a61ce69280769eceb395bfdf2
4068;..\data\sorted_data_merged\damaged_augm\ЗНО0301515594_TS903153056-2058b43e-8cb9-42c5-b30b-28e245172f3b.jpg_clache.jpeg;1;1;0;1;0;0;0;0;c24e16a936ef20449eb619a245c8bc67dca23dd27283479194f362fac44a406b
4071;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_16-48-41.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;969fc96ed5719498a264ef4696e4864f56e362ef55468844695e523155540790
4072;..\data\sorted_data_merged\damaged_augm\Без повреждений (40).jpg_sharp.jpeg;1;1;0;1;0;0;0;0;414652c81ba52f4e58a63a3bf6958197663a0ec9f32498b7da37eae0af5ac148
4077;..\data\sorted_data_merged\damaged_augm\photo_2_2023-08-21_17-07-28.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;92f53097decabeb43783f868bc0264322c48b69a26bf133fb72d69cb5eda4231
4079;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301652823_TS903182870-b2ef1e44-f4d5-4f19-a676-b8b6a0f04edc.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;1cd795d7235376f3cf27840c6481c1082ea7c477be513e45eee23d24f2ff4f37
4081;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301516862_TS903153451-7a7c5dae-cc8a-4931-8776-da164cf3aab6.jpg_contr.jpeg;1;1;0;1;0;0;0;0;3931e215880c7f885429131a8b76bad426eb60023157839259b1e73342f73752
4082;..\data\sorted_data_merged\damaged_augm\ЗНО0301395790_TS903129423-c6d17770-54a3-4ec1-b612-32fcbfe7d6e3.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;5c0dfc0bf7ebb5c99d0ba9225a9c54ec3726035d91aa5a39c2210b886a599169
4086;..\data\sorted_data_merged\damaged_augm\ЗНО0301389968_TS903127348-3066787a-d5e1-4b27-9daf-3488017646b0.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;6df82a5acb9b3911fd2390729a9f53f223f66825ebeb3194ac64ef5be5e6807a
4089;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301615155_TS903176322-c165bc07-d31e-4c21-bfda-983d998b0a11.jpg_contr.jpeg;1;1;0;1;0;0;0;0;4978b58afd1cee15be27f50372f1f8a2af2b6dc6527c2a78e4454d27cc07e238
4092;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153446_620.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;bd12d2908440e1ced274917aee474d6532c76b6fd81a6be3d0361fe218e2facb
4093;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301757910_TS903204689-5af516e4-c14d-42a4-96df-579dac064bf5.jpg_contr.jpeg;1;1;0;1;0;0;0;0;07a60bc3841ddd7c1ffa9aa07f37b4d15b1b15e8691cfc6da5b537959e75bdec
4096;..\data\sorted_data_merged\damaged_augm\ЗНО0301512018_TS903151942-0621edad-a4fa-479a-9d10-60505487ed09.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;15abc0eccd28cefffc895287054f0e9c99b9495f859bc73e4d3041bb294d8427
4097;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301742598_TS903201600-093dd554-020c-4179-b6f6-ea14e94acdc0.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;873a5a995f5aff71ef3332cc68d72472bbe7357431d427487f213da94a58eace
4098;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301642626_TS903181677-aa872d9e-63f8-4176-b69a-146dc2d6c617.jpg_contr.jpeg;1;1;0;1;0;0;0;0;e050a7dc47a4ce67f3e516f4a5598c8e29097b709acc6e3bb785b88790d60697
4099;..\data\sorted_data_merged\damaged_augm\ЗНО0301382687_TS903125914-85c775c5-4a71-406f-b6f5-242692b24e9f.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;b0cc9726fa95092c890a40e16355b6b4b305bf797bf613c4be75a1a0180d0f49
4100;..\data\sorted_data_merged\damaged_augm\С дефектами (21).jpg_clache.jpeg;1;1;0;1;0;0;0;0;9e2872e31f8a6a5a1457e11b5a026e3a0c29fde9b604a06238d7d00c801d8d68
4101;..\data\sorted_data_merged\damaged_augm\ЗНО0301515563_TS903153046-06fa6b5e-993c-4211-b766-4a55babd3098.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;f093199927637f298de7f91fdc0d671681d97816cdfc5c5581050c147800cc80
4102;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301641890_TS903181492-9cc7deb0-7ae9-499b-ac46-70cd0b83ec02.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;b10af1e13217586d40339cca13a3df6d8063dda949dfa62840b1393d6398fb2c
4104;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153511_094.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;e06cb125d6742ca0ee964b12ed51b240417444898336b5552b9ffc61220c2bd9
4107;..\data\sorted_data_merged\damaged_augm\photo1692623301 (6).jpeg_random_combs3.jpeg;1;1;0;1;0;0;0;0;cad84cb6829ed99d2875ffa66eec24f6c6d24d5fc706328ea2d81e2ab2b59ca8
4111;..\data\sorted_data_merged\damaged_augm\С дефектами (54).jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;069c9b68400f59a1efe375e3b6034e6106ce5eb5b5eaf35fd46f08f6ecc6d96f
4112;..\data\sorted_data_merged\damaged_augm\С дефектами (54).jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;5d63ca2f59cb501b562139e068dd0728ddc7f0d41293966bfedbe0678b4b0aad
4113;..\data\sorted_data_merged\damaged_augm\photo_8_2023-08-21_17-10-06.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;431358f3317339d1a976a2f1bd67c92b4f4b216facf8e179e757d864d5ccdcea
4115;..\data\sorted_data_merged\damaged_augm\ЗНО0301410619_TS903131713-7159428a-b419-485b-aa56-5fd5b6ea2477.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;ea63bdd05ae82b2ee5d5845d0e52cf45a9a556d52e08090c76db79b2f4a5b27a
4119;..\data\sorted_data_merged\damaged_augm\ЗНО0301514308_TS903152233-7cd0994b-b8a6-44bc-b7b7-597b948a314d.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;f9262250bb3f6b1bab63512765f3f8a19021403474184484a435ad702bc1e3a4
4120;..\data\sorted_data_merged\damaged_augm\photo1692623282 (1).jpeg_gray_contr.jpeg;1;1;0;1;0;0;0;0;e1396051e4dac780f05d9b70d72f22dcb9afc5c2081e57c529fc26ddaca0f865
4126;..\data\sorted_data_merged\damaged_augm\photo1692623275 (2).jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;4bb4308827663b067b31c310a3b78d44f8e84073d7b40d6b66654e9766658847
4127;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301573451_TS903168693-bd36bbc4-25b1-401b-a4a9-55beb66fc9d6.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;228ff40f3a82a239cbd55b468f22d7f7dddc45144673249d55e7c6dd02bfeb50
4132;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301754387_TS903203637-d0fce254-3814-4d68-99c2-06a38f43c792.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;a821fd969915cb3696d3f3665756ef024e52ca8b2024fbbe3681ed13ff71195f
4135;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301636896_TS903180279-baef278a-8c43-4d14-8e72-4c2fc21570b2.jpg_clache.jpeg;1;1;0;1;0;0;0;0;1b76f111f136c9fdb8d6b668cd53090d1c09f60bb08e77497a97eb1e61f3b988
4136;..\data\sorted_data_merged\damaged_augm\photo1692617576 (1).jpeg_emboss.jpeg;1;1;0;1;0;0;0;0;100ffedefc46a5b3a2c521df697fabe79a1e257f8d156cf659f7fff61092e23f
4139;..\data\sorted_data_merged\damaged_augm\photo_2023-08-11_13-03-03.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;fc131de1ea73e7a45e62953e9ae0acfc15361288dba4536fc90669ed95d7be95
4140;..\data\sorted_data_merged\damaged_augm\ЗНО0301402443_TS903130206-2de57139-b0da-4421-9ad2-04570bd23697.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;f44bcdd5503704718fbafd3c62da45127e351741cd92939f3d6bc7ff6dc0d1bc
4141;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153430_142.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;6ae2d51020c1c69b8834382a871686c9b1687cc157f09e62494f8f86e5beba13
4142;..\data\sorted_data_merged\damaged_augm\IMG_20230810_152933_836.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;f15c728ce0936792ab7ecd5233ed1e2535044ebb8db3f2d64e341d78d745f92f
4146;..\data\sorted_data_merged\damaged_augm\ЗНО0301392672_TS903128164-6b3e085b-3cd2-4803-a0c5-e24598d0311a.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;78a1ebfb08ecd234818111b297e9b909cb3c7612e73dafd76f03be71bc529fde
4149;..\data\sorted_data_merged\damaged_augm\С дефектами (70).jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;0e84b316d2083a938b87a14baf494d4421787e9eabaa3598b22100efe99d82e1
4150;..\data\sorted_data_merged\damaged_augm\Треснул экран.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;0074a6e7d61b1e48111b30677cab0ac0b6eae9e156df6f57eb43414c71035696
4151;..\data\sorted_data_merged\damaged_augm\ЗНО0301502544_TS903149924-7b2d4793-6538-4e29-bd3b-969e7170ecf2.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;1c0eb8587c1681074ce81aa714358630c8df2d0cf69b1b891419937f06f76d11
4152;..\data\sorted_data_merged\damaged_augm\Без повреждений.jpeg_random_combs3.jpeg;1;1;0;1;0;0;0;0;4af78c721fb5c8ae60e2c568a9d6dd37c1648b8554bad3e06d4b0979423bb495
4157;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301670370_TS903187559-8276c228-2544-4bcd-a794-60f34da374cb.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;1c314288fa5e2fc84c4c5ec2aff2aaa360d84b267f4acc80c8b50658d454a2de
4159;..\data\sorted_data_merged\damaged_augm\ЗНО0301392071_TS903127945-9257c6cf-0c68-4d70-a18e-cfa062f85552.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;faea8653900d11b27fc116c7934dc2843cbdce0fcf4970c0ec8821f5ec41f734
4163;..\data\sorted_data_merged\damaged_augm\ЗНО0301390056_TS903127374-fdbc35f4-acac-40e1-8b13-76cc5ae91543.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;c9b55dd7bd22b2c1e8d838b7aa56b23e96de39a4257aa5cb99d35f6c629514ea
4165;..\data\sorted_data_merged\damaged_augm\photo1692617576 (5).jpeg_sharp.jpeg;1;1;0;1;0;0;0;0;9b695e4442e74e2be11af942f66223ca5a8e5ce69969382f160132e1cefbb0b8
4166;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301572963_TS903168525-2962f181-8e4f-44cb-83da-6ce07b00c7b1.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;1edc7a6d79ede805207393df4cd915a585e77446ccceea9ea9ea6eba4aa6a711
4167;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301692348_TS903192365-0cde8af8-732e-48ae-a584-72562d3ce499.jpg_clache.jpeg;1;1;0;1;0;0;0;0;c33bef80de20254fe378dbfedb216e752842f5fc8e3d54b7bb215c1d14e7bd0f
4169;..\data\sorted_data_merged\damaged_augm\ЗНО0301516063_TS903153218-75fd3c0f-bac8-491e-afba-bf57d60899b3.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;7f5c0bca66c6b0ba8a5d560c02ab26f1ee1b8561fc9e8ad358b0da40c2dd899d
4170;..\data\sorted_data_merged\damaged_augm\ЗНО0301515619_TS903153083-3da986ef-ad56-48c6-abef-64b3d8fb77f3.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;1fe9f476761f6ff9680818eba7a826615d90d611ce02ef6a3a1d82bdc9b3c4e3
4171;..\data\sorted_data_merged\damaged_augm\ЗНО0301570659_TS903167927-ab387864-53e4-4829-96c9-cbf238973128.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;f3a1d6ea202bff377e60412f3c3074afe52dbe90bb766fe04cc8b107bd38e826
4175;..\data\sorted_data_merged\damaged_augm\IMG20230816161313.jpg_clache.jpeg;1;1;0;1;0;0;0;0;c73b173452a446bbfed1faf47b4753d951106002f2c84a9ff74651359ec7b408
4177;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153006_495.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;2611a651294d9e5279752fab23df201bfcdc963371a95b374d2cecb7e98f2b84
4181;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301578290_TS903169718-75b312ea-d68e-428e-a9b3-d375613ec68c.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;f5537008a595b4f13811d8178ee2baec4a5b6ece73e2591ddaf1480bd6e30206
